Number,Station name,Latitude,Longitud
44104,WOOLABRA,-26.141,146.395
44107,MOAMA,-27.572,144.848
44111,WANSEY DOWNS,-25.852,146.189
44114,NOONDOO SHED,-28.740,148.524
44115,CHESTERTON,-25.335,147.300
44120,SHERWOOD PARK STATION,-25.885,144.863
44128,CLONARD,-28.017,147.750
44131,DEELAMON,-27.543,147.304
44133,BOGARELLA,-25.375,147.107
44137,ROSEHILL,-27.872,148.034
44146,GLANWORTH,-25.450,145.750
44149,LANGLO DOWNS,-25.533,145.783
44150,KAHMOO,-28.096,145.507
44161,MILLIE STATION,-26.217,146.133
44173,AUTHORINGA,-26.667,146.617
44175,KINCORA,-26.631,147.884
44178,DOONDI,-28.250,148.464
44181,HUNGERFORD (PAROO RIVER),-28.997,144.409
45000,ADAVALE POST OFFICE,-25.917,144.600
45001,ARDOCH,-27.433,144.117
45002,BULLOO DOWNS,-28.527,142.961
45003,SOUTH COMONGIN,-26.901,144.339
45004,COMONGIN NORTH,-26.503,144.329
45005,DURHAM DOWNS,-27.080,141.908
45006,EROMANGA - WEBBER ST,-26.669,143.270
45007,GOOMBIE,-26.113,144.133
45010,MT HOWITT,-26.512,142.273
45011,MOUNT MARGARET,-26.899,143.338
45013,NOCCUNDRA POLICE STATION,-27.817,142.583
45014,NORLEY STATION,-27.772,143.873
45015,QUILPIE AIRPORT,-26.613,144.258
45016,RAY STATION,-26.083,143.726
45017,THARGOMINDAH POST OFFICE,-27.998,143.820
45018,THYLUNGRA STATION,-26.085,143.448
45019,TOBERMOREY STATION,-27.300,143.683
45022,WHYNOT STATION,-26.691,143.905
45024,NOCKATUNGA STATION,-27.722,142.713
45025,THARGOMINDAH AIRPORT,-27.987,143.815
45027,ORIENT STATION,-28.083,143.100
45028,ARRABURY STATION,-26.761,141.019
45029,ORIENTOS STATION,-28.072,141.532
45030,TINDERRY STATION,-27.354,143.901
45032,PLEVNA DOWNS,-26.681,142.594
45037,MOBLE,-26.873,143.934
45051,BULGROO STATION,-25.791,143.704
45052,NOOYEAH DOWNS,-28.040,143.554
46001,WHITE CLIFFS (BOOTRA),-30.017,142.950
46002,WANAARING (BORRONA DOWNS),-29.766,143.114
46003,YANCO GLEN (CORONA HOMESTEAD),-31.287,141.444
46006,TIBOOBURRA (FORT GREY),-29.088,141.203
46012,WILCANNIA AERODROME AWS,-31.519,143.385
46013,BROKEN HILL (KOONAWARRA),-30.972,142.323
46015,BROKEN HILL  (LANGAWIRRA),-31.446,142.135
46018,MILPARINKA HOTEL,-29.738,141.884
46019,WHITE CLIFFS (MONOLON),-30.199,143.226
46020,MILPARINKA (MOUNT ARROWSMITH),-30.136,141.729
46021,MOUNT BROWNE,-29.800,141.783
46022,WILCANNIA (MOUNT MURCHISON),-31.447,143.655
46023,SILVERTON (MUNDI MUNDI),-31.883,141.033
46025,NELYAMBO,-31.167,144.117
46027,BROKEN HILL (NUNTHERUNGIE),-30.800,142.483
46028,TIBOOBURRA (OLIVE DOWNS),-29.050,141.860
46029,TIBOOBURRA (ONEPAH),-29.016,142.156
46033,BROKEN HILL (STURTS MEADOWS),-31.297,141.710
46037,TIBOOBURRA POST OFFICE,-29.434,142.010
46038,WHITE CLIFFS (TONGO),-30.492,143.746
46039,WANAARING (URISINO),-29.726,143.761
46041,TILPA (WARLOO),-31.183,144.100
46042,WHITE CLIFFS POST OFFICE,-30.851,143.089
46046,YALCOWINNA,-31.717,141.783
46049,MILPARINKA (YANDAMA DOWNS),-29.683,141.417
46051,WANAARING (KENDABOOKA),-29.485,143.523
46052,WANAARING (OWEN DOWNS),-29.409,143.381
46056,CULTOWA,-31.400,144.000
46064,GOORIMPA,-30.300,144.000
46077,SALISBURY DOWNS,-30.000,142.783
46079,WANAARING (THURLOO DOWNS),-29.291,143.481
46091,FOWLERS GAP  RESEARCH  STATION,-31.087,141.702
46094,WHITE CLIFFS (WONNAMINTA),-30.632,142.322
46117,BROKEN HILL (WATERBAG),-31.484,142.332
46126,TIBOOBURRA AIRPORT,-29.445,142.057
47002,ARUMPO,-33.750,142.900
47003,WENTWORTH (AVOCA),-33.933,141.967
47007,BROKEN HILL (PATTON STREET),-31.976,141.468
47008,COCKBURN  (BURTA),-32.456,141.078
47009,WENTWORTH (CUTHERO),-33.033,142.367
47010,BROKEN HILL (GLEN LYON),-31.883,142.500
47011,HUONVILLE,-32.100,141.600
47013,POONCARIE (KARPA KORA STATION),-32.967,143.107
47014,BROKEN HILL (KARS),-32.221,142.030
47016,LAKE VICTORIA STORAGE,-34.044,141.268
47017,LAKE VICTORIA (CAL-LAL),-34.083,141.183
47018,POONCARIE (TOP HUT),-33.669,142.937
47019,MENINDEE POST OFFICE,-32.394,142.417
47020,POONCARIE (MOORARA),-33.216,142.387
47021,MOORNA,-34.133,141.600
47022,IVANHOE (MT MANARA),-32.476,143.940
47024,POONCARIE (MULURULU STATION),-33.339,143.399
47028,LAKE VICTORIA (NULLA),-33.822,141.357
47029,POONCARIE MAIL AGENCY,-33.386,142.570
47030,SILVERTON POST OFFICE,-31.883,141.217
47031,BROKEN HILL (STEPHENS CREEK RESERVOIR),-31.880,141.593
47032,POONCARIE (STUDLEY),-33.700,142.350
47033,POONCARIE (TARCOOLA),-33.427,142.572
47036,WILCANNIA (BURNDOO ESTATE),-32.067,143.650
47037,BROKEN HILL (TOPAR),-31.890,141.990
47038,TOR DOWNS,-32.967,142.067
47039,UMBERUMBERKA RESERVOIR,-31.815,141.209
47040,WENTWORTH (WAMBERRA STATION),-33.930,142.357
47044,POONCARIE (WILKURRA),-33.083,143.083
47045,WENTWORTH (WILLOW POINT),-33.333,141.772
47046,WENTWORTH (WOODLANDS),-33.255,141.798
47047,TOLARNO,-32.783,142.383
47048,BROKEN HILL AIRPORT AWS,-32.001,141.469
47053,WENTWORTH POST OFFICE,-34.106,141.919
47058,MENINDEE DWR DEPOT,-32.390,142.416
47062,BROKEN HILL (BUCKALOW),-32.657,141.238
47064,HENLEY WOOLSHED,-32.200,142.750
47069,ROCHDALE,-32.250,142.700
47089,WENTWORTH (TARAWI),-33.440,141.157
47093,WENTWORTH (BURTUNDY),-33.749,142.220
47099,WENTWORTH (TOORA),-33.715,141.718
47102,BROKEN HILL RFDS,-31.933,141.533
48000,BREWARRINA ABORIGINAL STATION,-30.000,147.000
48001,NEW ANGLEDOOL TELEPHONE OFFICE,-29.100,147.900
48005,LOUTH (BELAH),-30.558,145.595
48006,ENNGONIA (BELALIE),-29.158,145.807
48008,BOMALLI,-29.433,147.550
48009,CARINDA (BOOROOMA),-30.105,147.465
48011,GIRILAMBONE (BOOROOMUGGA),-31.308,146.439
48013,BOURKE POST OFFICE,-30.092,145.936
48014,GOODOOGA (BRENDA),-29.030,147.313
48015,BREWARRINA HOSPITAL,-29.961,146.865
48017,BULGOO,-31.800,145.600
48018,COLLARENEBRI (BUNDABARINA),-29.538,148.405
48021,BYROCK POST OFFICE,-30.660,146.406
48022,MUNGINDI (CAMBO CAMBO),-29.081,148.600
48023,CANBELEGO THE HERMITAGE,-31.600,146.367
48024,CANBELEGO POST OFFICE,-31.557,146.322
48025,WEILMORINGLE (CARINGLE),-29.351,146.813
48027,COBAR MO,-31.484,145.829
48028,CHARLTON,-30.250,146.700
48029,CLOVER CREEK,-30.450,145.300
48030,COBAR POST OFFICE,-31.500,145.800
48031,COLLARENEBRI (ALBERT ST),-29.541,148.582
48032,COLLERINA (CORRELLA),-29.633,146.417
48034,COBAR (DOUBLE GATES),-31.689,145.483
48037,DUNLOP,-30.633,145.017
48038,COLLARENEBRI (DUNUMBRAL),-29.448,148.250
48039,ENNGONIA (SHEARER STREET),-29.317,145.847
48042,FORDS BRIDGE,-29.753,145.427
48044,GNOMERY,-29.167,147.267
48045,GONGOLGON POST OFFICE,-30.350,146.900
48046,GOODOOGA POST OFFICE,-29.114,147.454
48047,COLLARENEBRI (GOONDOOBLUIE),-29.151,148.625
48049,BOURKE (YANDA),-30.345,145.576
48052,COLLERINA (KENEBREE),-29.770,146.516
48053,COBAR (LERIDA),-31.698,145.704
48054,LIGHTNING RIDGE POST OFFICE,-29.428,147.981
48055,LILA LOWER,-29.700,145.600
48057,LOUTH (BLOXHAM STREET),-30.536,145.116
48058,MASCOT,-29.367,145.217
48059,COBAR (MERYULA),-31.605,146.058
48060,MILROY,-29.600,146.700
48061,GOODOOGA (MOGILA),-29.048,147.506
48064,COOLABAH (BRANGLEBAR),-30.641,147.085
48065,MURRAWOMBI,-31.100,147.100
48068,QUANTAMBONE,-29.900,146.900
48069,ROSE ISLE,-30.417,145.350
48070,SPRINGFIELD GOVERNMENT TANK,-31.533,145.433
48073,COBAR (THE MEADOWS),-31.711,145.276
48074,TILPA (TONGO ROAD),-30.937,144.416
48075,COBAR (TINDAREY),-31.123,145.832
48076,EAST TOORALE (TOORALE STATION),-30.283,145.383
48077,TOORANG,-30.150,146.683
48078,TOULBY,-29.000,147.000
48079,WANAARING POST OFFICE,-29.703,144.148
48082,WEILMORINGLE,-29.252,146.919
48084,GOODOOGA (WILLAWILLINGBAH),-29.419,147.348
48087,YANTABULLA STATION,-29.342,145.003
48091,CORONGA PEAK,-30.730,146.250
48095,COOLABAH (TARA),-30.946,146.159
48115,COBAR (TAMBUA),-31.424,145.254
48133,BOURKE (BEEMERY),-29.950,146.433
48136,BOOROONDARA TANK,-31.100,145.400
48137,BOURKE NORTH,-30.100,146.000
48143,COOLABAH POST OFFICE,-31.028,146.712
48155,FORT BOURKE,-30.083,145.867
48161,KENILWORTH,-30.600,146.200
48162,COBAR (KERGUNYAH),-31.167,146.133
48168,ANGLEDOOL (ANGLEDOOL STATION),-29.117,147.899
48194,FORDS BRIDGE (DELTA),-30.084,145.288
48198,COBAR WATER STORAGE,-31.462,145.791
48200,WANAARING (MOORLAND DOWNS),-29.440,144.392
48237,COBAR AIRPORT AWS,-31.539,145.796
48239,BOURKE AIRPORT,-30.042,145.952
48243,LIGHTNING RIDGE VISITOR INFORMATION CENT,-29.431,147.972
48245,BOURKE AIRPORT AWS,-30.036,145.952
49000,IVANHOE AERODROME AWS,-32.883,144.309
49003,IVANHOE (BONUNA),-32.667,144.250
49004,EUABALONG (BOOBEROI),-33.080,146.573
49005,MOSSGIEL (BOONDARA),-33.283,144.717
49006,BOX CREEK TANK,-34.200,143.500
49007,EUABOLONG (BROTHERONY),-33.100,146.667
49009,COAN DOWNS,-32.717,145.783
49010,ROTO (COOMBIE),-32.827,145.358
49011,CULPOTARO,-33.600,144.350
49012,EUABALONG (LACHLAN ST),-33.109,146.474
49013,EUSTON POST OFFICE,-34.583,142.733
49014,EUSTON STATION,-34.600,142.700
49018,IRISH LORDS,-32.950,144.850
49019,IVANHOE POST OFFICE,-32.900,144.299
49021,IVANHOE (WOKABITY),-33.044,144.235
49023,EUSTON ( BENINGTON),-34.452,142.911
49027,ROTO (MERIMERRIWA TANK),-32.783,145.550
49028,MERROWIE NORTH,-33.383,145.533
49029,MOSSGIEL (MOOLBONG),-33.350,144.933
49031,MOSSGIEL POST OFFICE,-33.250,144.567
49032,MOUNT HOPE (CYPRESS GROVE),-32.834,145.877
49033,TRIDA (MURRUMBONG),-32.933,144.933
49034,BOOLIGAL (MYCUMBENE),-33.933,144.783
49036,NYMAGEE (KENMURE STATION),-32.064,146.319
49037,COBAR (PADDINGTON),-32.137,145.042
49041,ROTO STATION,-33.200,145.500
49045,EUSTON (SUNNYSIDE),-34.559,143.075
49052,TRIDA (COGIE),-33.000,145.050
49053,OXLEY (TUPRA),-34.217,144.167
49055,OXLEY (WALMER DOWNS),-34.195,143.792
49056,TRIDA (WILLANDRA NATIONAL PARK),-33.198,145.122
49057,COBAR (TARINGO DOWNS),-32.241,145.553
49058,YATHONG,-32.650,145.600
49059,YOUHL PLAIN TANK,-33.950,143.700
49063,IVANHOE (KILFERA),-33.052,144.144
49081,MOORAL,-33.583,145.317
49103,IVANHOE (BADEN PARK),-32.170,144.201
49105,NYMAGEE (BURTHONG),-32.519,146.282
49110,EUSTON (PRUNGLE),-34.243,142.995
49111,EUSTON (TURLEE),-33.945,143.053
49117,NYMAGEE (BALOWRA),-32.248,146.486
49118,BOOLIGAL (TOMS LAKE),-33.707,144.767
50000,NARROMINE (ALAGALA OLD),-32.300,147.700
50002,GOONUMBLA (AVONDALE),-32.917,148.093
50004,BOGAN GATE POST OFFICE,-33.107,147.801
50005,BOLAGAMY,-33.800,146.967
50007,CONDOBOLIN (BORAMBIL PARK),-33.162,147.285
50010,BURCHER POST OFFICE,-33.516,147.254
50011,TOTTENHAM (BURDENDA),-32.127,147.407
50013,CONDOBOLIN (RINGWOOD),-32.900,147.100
50014,CONDOBOLIN RETIREMENT VILLAGE,-33.082,147.152
50015,COOKEYS PLAINS,-33.050,147.700
50016,GOONUMBLA (CORADGERY),-32.974,148.063
50017,WEST WYALONG AIRPORT AWS,-33.938,147.196
50018,DANDALOO (KELVIN),-32.288,147.667
50020,WARROO (GEERON),-33.288,147.536
50022,LAKE COWAL,-33.700,147.400
50023,MELROSE PLAINS,-32.650,147.000
50024,TOTTENHAM (MOIRA VALE),-32.250,147.117
50025,MOUNT DERRIWONG,-33.000,147.400
50026,CONDOBOLIN (MOWALBA TANK),-32.917,147.067
50028,TRUNDLE  (MURRUMBOGIE),-32.902,147.522
50031,PEAK HILL POST OFFICE,-32.724,148.190
50033,ALBERT (THE MEADOWS),-32.333,147.400
50035,TOTTENHAM (UMANG ST),-32.243,147.355
50036,TRUNDLE (LONG ST),-32.922,147.703
50037,TULLAMORE (KITCHENER ST),-32.635,147.567
50039,DANDALOO (TYRIE HOMESTEAD),-32.237,147.554
50040,UNGARIE POST OFFICE,-33.639,146.974
50043,TOTTENHAM (WOODLANDS 1),-32.200,147.350
50044,WEST WYALONG POST OFFICE,-33.924,147.205
50045,YALGOGRIN NORTH (ROLOMA),-33.847,146.827
50046,YELLOW MOUNTAIN,-32.500,146.800
50047,TALLEBUNG (VERMONT HILL),-32.567,146.750
50048,ROSEWIN (BOONA TANK),-32.750,147.000
50049,BURRAWANG SOUTH STATION,-33.200,147.500
50052,CONDOBOLIN AG RESEARCH STN,-33.066,147.228
50053,BOBADAH (AVOCA),-32.283,146.700
50054,CONDOBOLIN (WORRONGORRAH),-33.103,146.847
50059,CONDOBOLIN STATION,-32.900,147.100
50072,BOBADAH (THE GLEN),-32.367,146.783
50081,WOLLONGOUGH,-33.600,147.000
50102,CONDOBOLIN SOIL CONSERVATION,-33.083,147.150
50103,WEST WYALONG AIRPORT,-33.938,147.190
50113,DANDALOO (SKYE),-32.275,147.619
50115,ALECTOWN (GOONAHRA),-32.857,148.258
50117,ALECTOWN (BRIDGEWATER),-32.895,148.281
50119,ALECTOWN (VANVILLA),-32.937,148.245
50137,CONDOBOLIN AIRPORT AWS,-33.068,147.213
51001,COONAMBLE (NARDOO),-30.809,148.228
51002,BELARINGAR STATION,-31.783,147.600
51003,BOX COWELL,-31.600,147.400
51004,TRANGIE (OLD BUNDEMAR),-31.809,148.158
51005,NARROMINE (MUMBLE PEG),-32.065,148.235
51006,WARREN (BUTTABONE),-31.358,147.587
51007,CARINDA POST OFFICE,-30.463,147.691
51009,COMBOGOLONG,-30.400,148.150
51010,COONAMBLE COMPARISON,-30.975,148.381
51014,GULARGAMBONE (EMBY),-31.125,148.038
51015,WALGETT (EUROKA),-30.200,148.150
51018,GILGANDRA (CHELMSFORD AVE),-31.705,148.663
51019,GILGOIN,-30.300,147.200
51020,GIRILAMBONE (AMPOL),-31.251,146.904
51022,GULARGAMBONE (YALCOGRIN ST),-31.333,148.471
51025,WARREN (HADDON RIG),-31.457,147.882
51029,NYNGAN (MERRYANBONE),-31.433,147.433
51030,MIANDETTA (TYRONE),-31.603,146.944
51031,NYNGAN (CANONBAR),-31.640,147.316
51032,MOUNT TENANDRA,-31.200,148.700
51034,WARREN (MUMBLEBONE),-31.499,147.686
51037,NARROMINE (ALAGALAH ST),-32.244,148.245
51039,NYNGAN AIRPORT,-31.549,147.196
51040,COONAMBLE (PIER PIER),-30.650,147.967
51041,QUABATHOO,-30.600,147.800
51042,QUAMBONE STATION,-30.925,147.869
51043,QUAMBONE (OXLEY),-31.026,147.701
51044,QUAMBONE (SANDY CAMP),-30.871,147.746
51045,TERIDGERIE POST OFFICE,-30.883,148.850
51047,TOORA,-30.700,148.000
51048,TRANGIE POST OFFICE,-32.032,147.983
51049,TRANGIE RESEARCH STATION AWS,-31.986,147.949
51053,COONAMBLE (WARRANA),-31.000,148.433
51056,COONAMBLE (WINGADEE),-30.583,148.317
51057,MARRA CREEK (WOMBOIN),-30.700,147.223
51058,BREWON,-30.200,147.500
51059,WARRUMBUNGLE POST OFFICE,-31.250,148.800
51061,COLANE,-31.250,147.200
51066,EUMUNGERIE POST OFFICE,-31.949,148.618
51072,QUAMBONE (CARWELL),-31.023,147.903
51088,WARRUMBUNGLE (CHEDDINGTON),-31.263,148.867
51101,WILGAR DOWNS,-30.300,147.900
51102,WARREN (WOODSIDE),-31.400,148.100
51114,LOHN (WARRIGAL),-31.600,147.417
51115,NARROMINE AIRPORT,-32.223,148.229
51121,COONAMBLE (MYALL DOWNS),-30.767,148.742
51122,CURBAN (ERCILDOUNE),-31.556,148.598
51124,WARREN (AUSCOTT),-31.783,147.767
51161,COONAMBLE AIRPORT AWS,-30.978,148.380
52001,BURREN JUNCTION (HASTINGS STREET),-30.102,148.965
52002,ROWENA (IFFLEY),-29.651,148.933
52003,CRYON (KOOTHNEY),-29.958,148.469
52004,BOOMI (BARWON ST),-28.724,149.576
52005,BRANXTON 2,-29.750,148.800
52007,COME BY CHANCE (BUNGLE GULLY),-30.333,148.467
52008,ROWENA (BUNNA BUNNA),-29.797,149.196
52010,WEEMELAH (CRINOLYN),-29.253,149.121
52011,CUBBAROO,-30.200,149.100
52013,POKATAROO (DURHAMBONE),-29.583,148.683
52015,WALGETT (GOANGRA),-30.217,148.333
52016,GWABEGAR POST OFFICE,-30.609,148.972
52018,MERCADOOL,-29.800,148.350
52019,MOGIL MOGIL (BENIMORA),-29.354,148.690
52020,MUNGINDI POST OFFICE,-28.979,148.990
52021,ROWENA (BUNGARA),-29.845,149.005
52022,MERRYWINBONE (OREEL),-29.667,148.817
52023,PILLIGA POST OFFICE,-30.352,148.884
52026,WALGETT COUNCIL DEPOT,-30.024,148.122
52028,ROWENA (WAROONGA),-29.750,148.942
52030,OLD BURREN (WINDELLA),-29.883,148.800
52031,MUNGINDI (WONGWIE),-29.117,149.017
52038,COME BY CHANCE STORE,-30.365,148.485
52067,ROWENA (SHAW STREET),-29.813,148.911
52088,WALGETT AIRPORT AWS,-30.037,148.122
53001,BARADINE POST OFFICE,-30.948,149.066
53002,BARADINE FORESTRY,-30.947,149.065
53003,BELLATA POST OFFICE,-29.918,149.792
53004,BOGGABILLA POST OFFICE,-28.602,150.360
53005,BOOLCARROL,-30.067,149.433
53007,BARADINE (CALEDONIA),-30.983,148.867
53009,DOBIKIN,-29.900,149.700
53010,EDGEROI,-30.000,150.000
53011,GARAH POST OFFICE,-29.074,149.635
53014,GURLEY (GLENROY),-29.800,149.583
53018,CROPPA CREEK (KRUI PLAINS),-28.992,150.017
53019,MASCOTTE STATION,-30.000,149.500
53026,NARRABRI (MOLLEE),-30.255,149.679
53027,MOREE POST OFFICE,-29.500,149.900
53028,MYALL DOWNS,-28.927,150.604
53030,NARRABRI WEST POST OFFICE,-30.340,149.755
53031,OAKHURST 2,-28.700,150.350
53033,PALLAMALLAWA POST OFFICE,-29.475,150.136
53036,ROCKY GLEN (RAYAK),-31.067,149.583
53038,MOREE (TALMOI),-29.250,149.533
53041,TULLOONA (COOLANGA),-28.869,150.089
53044,WEE WAA (GEORGE ST),-30.226,149.445
53047,NORTH STAR POST OFFICE,-28.929,150.392
53048,MOREE COMPARISON,-29.482,149.838
53052,DOREEN,-30.000,149.300
53060,GARAH (WELBON),-29.133,149.733
53070,MOREE (MALLOWA (NARBA)),-29.620,149.377
53075,BARADINE (WOODVILLE),-30.884,148.810
53076,NORTH STAR (BONANZA),-28.948,150.256
53078,BOGGABILLA (BOONAL),-28.717,150.567
53091,MOREE (BULLERANA),-29.333,149.600
53092,GOORIANAWAH,-31.100,149.000
53094,CUTTABRI (ATHLONE),-30.348,149.133
53095,NORTH STAR (WOLONGA),-29.028,150.442
53115,MOREE AERO,-29.490,149.847
54002,ASHFORD (SUNHAVEN HOSTEL),-29.320,151.092
54003,BARRABA (CLIFTON LANE),-30.383,150.608
54004,BINGARA POST OFFICE,-29.867,150.571
54005,UPPER BINGARA (EMOHTA),-30.075,150.643
54007,BONSHAW (CAMPBELL ST),-29.048,151.277
54010,CARODA POST OFFICE,-30.033,150.367
54011,COBBADAH POST OFFICE,-30.233,150.583
54012,COOLATAI (ORANA),-29.254,150.750
54013,DELUNGRA POST OFFICE,-29.654,150.829
54016,DELUNGRA (CRAIGMORE),-29.441,150.786
54017,GRAVESEND POST OFFICE,-29.584,150.336
54021,BARRABA (MOUNT LINDSAY),-30.321,150.273
54024,BARRABA (LOG CABIN),-30.429,150.530
54025,OTTLEY (GRAMAN),-29.300,150.800
54028,COPETON (CARINYA),-29.957,150.916
54029,WARIALDA POST OFFICE,-29.542,150.575
54031,GRAMAN (WILLOWIE),-29.400,150.983
54032,COOLATAI (WILLUNGA),-29.202,150.608
54033,YALLAROI,-29.100,150.500
54036,WALLANGRA (WALLANGRA STATION),-29.244,150.892
54038,NARRABRI AIRPORT AWS,-30.315,149.830
54043,ASHFORD (BEAUMONT),-29.357,151.143
54044,ASHFORD (TARRANGOWER),-29.297,151.148
54045,ASHFORD (SPRINGVALE),-29.341,151.289
54046,ASHFORD (BURRABOGIE),-29.399,151.411
54069,DINTON VALE (BERRILEE),-29.600,151.156
54073,NULLAMANNA (BELMORE),-29.645,151.236
54074,OAKWOOD (BENARA),-29.663,151.041
54077,INVERELL (GLENDOWNE),-29.687,151.071
54082,KINGS PLAINS (CROYE),-29.638,151.405
54102,BARRABA (ROSEVALE),-30.373,150.672
54106,BINGARA (CROMARTY),-30.062,150.759
54113,BUNDARRA (ROSS),-30.143,150.964
54116,BARRABA (TREBORANE),-30.303,150.694
54117,COBBADAH (ROCKY GLEN),-30.224,150.723
54120,NARRABRI BOWLING CLUB,-30.322,149.782
54122,WARIALDA (CROPPA),-29.345,150.577
54124,CROOBLE STATION,-29.274,150.266
54125,CARODA (ROSEBERRY PARK),-30.131,150.146
54127,NARRABRI (WOODLANDS),-30.207,149.984
54128,COPETON DAM,-29.887,150.895
54129,CROPPA CREEK (RAWDON),-29.207,150.369
54130,CROPPA CREEK (BELFORD STREET),-29.126,150.304
54153,CARODA (PALEROO),-30.119,150.130
55000,ATTUNGA (GARTHOWEN),-30.911,150.858
55002,MULLALEY (BANDO),-31.234,149.834
55003,SOMERTON (BECTIVE ESTATE),-30.970,150.735
55004,BENDEMEER (CAROLINE ST),-30.883,151.155
55006,BLACKVILLE POST OFFICE,-31.640,150.236
55007,BOGGABRI POST OFFICE,-30.706,150.046
55010,CASTLE MOUNTAIN,-31.500,150.700
55011,SOMERTON (GIRRAWEENA),-30.909,150.661
55014,CURLEWIS POST OFFICE,-31.117,150.268
55017,PREMER (EDEN MOOR),-31.571,149.776
55020,BOGGABRI (GHOOLENDAADI),-30.833,149.917
55021,MULLALEY (GOOLHI),-31.017,149.733
55023,GUNNEDAH POOL,-30.984,150.254
55024,GUNNEDAH RESOURCE CENTRE,-31.026,150.269
55025,WILLOW TREE (HIGHLANDS),-31.793,150.673
55027,WILLOW TREE (JACKS CREEK NO3),-31.700,150.500
55030,LIMBRI POST OFFICE,-31.033,151.150
55031,MANILLA POST OFFICE,-30.748,150.720
55033,BOGGABRI (MAYFIELD),-30.617,150.250
55034,BOGGABRI (MILCHENGOWRIE),-30.745,150.055
55036,CAROONA (WEST MOOKI),-31.413,150.423
55037,PINE RIDGE (MOOKI SPRINGS),-31.508,150.399
55038,MULLALEY POST OFFICE,-31.098,149.911
55040,NORMANSTONE WELL,-31.000,150.100
55041,NUNDLE POST OFFICE,-31.460,151.127
55043,WILLOW TREE  (PARRAWEENA),-31.712,150.413
55044,BOGGABRI (RETREAT),-30.704,150.277
55046,PINE RIDGE (BILLABONG),-31.529,150.436
55048,QUIPOLLY CREEK POST OFFICE,-31.417,150.667
55049,QUIRINDI POST OFFICE,-31.509,150.679
55050,SOMERTON POST OFFICE,-30.939,150.639
55053,TAMBAR SPRINGS POST OFFICE,-31.346,149.828
55054,TAMWORTH AIRPORT,-31.087,150.847
55055,CARROLL (THE RANCH),-30.960,150.460
55056,WILLOW TREE (GREEN HILLS),-31.727,150.513
55057,WILLOW TREE (VALAIS),-31.773,150.286
55059,CURLEWIS (WANDOBAH),-31.183,150.100
55060,WILLOW TREE (WARRAH),-31.650,150.667
55061,BLACKVILLE (WELTON DALE),-31.750,150.250
55062,WERRIS CREEK POST OFFICE,-31.349,150.648
55063,WILLOW TREE (GENERAL STORE),-31.648,150.727
55066,WALLABADAH (WOODTON),-31.622,150.844
55067,GOONOO GOONOO STATION,-31.299,150.908
55069,YANNERGEE (DOBROYD),-31.449,150.025
55071,PREMER POST OFFICE,-31.457,149.900
55076,BOGGABRI (KANOWNDA),-30.512,150.212
55078,NUNDLE (BENONI),-31.415,151.090
55079,HANGING ROCK STATE FOREST,-31.468,151.256
55082,ORABAH (MANILLA (WARRABAH)),-30.470,150.954
55103,WATSONS CREEK (TILMUNDA),-30.693,151.121
55118,SOMERTON (CLERMONT PARK),-30.918,150.700
55119,SOMERTON (LONOU),-30.887,150.672
55122,ATTUNGA (MINDEROO),-30.841,150.910
55136,WOOLBROOK (WOOLBROOK ROAD),-30.965,151.351
55138,SOMERTON (KALLAROO),-31.012,150.643
55140,SOMERTON (GLEN BURN),-31.010,150.713
55143,MOONBI (BELLEVUE),-31.019,151.066
55148,KOOTINGAL (GATE ST),-31.059,151.055
55149,WINTON (NIOKA),-31.081,150.682
55157,WINTON (DALBLAIR),-31.085,150.658
55162,DUNGOWAN (ECHO HILLS),-31.173,151.196
55164,WEABONGA (STONELEIGH),-31.180,151.303
55166,TAMWORTH (BAHREENAH),-31.225,150.925
55170,DUNGOWAN (AVOCA),-31.219,151.117
55171,DUNGOWAN STATION,-31.253,151.185
55172,WEABONGA (MONOMEETH),-31.212,151.317
55176,LOOMBERAH (PENDENE),-31.257,151.084
55177,WOOLOMIN (NORTHCOTTE),-31.312,151.133
55181,DUNGOWAN (RAVENCROFT),-31.255,151.121
55183,DURI (ASHGROVE) NO 142,-31.297,150.859
55186,OGUNBIL (BEANA BRAE),-31.343,151.294
55189,WOOLOMIN (CULWULLA),-31.340,151.176
55190,GOWRIE SOUTH,-31.366,150.836
55193,OGUNBIL (WATERFALL),-31.373,151.350
55194,GOWRIE NORTH,-31.337,150.854
55195,GOWRIE (LALLYBROCH),-31.437,150.891
55202,GUNNEDAH AIRPORT AWS,-30.954,150.249
55209,COOLANBILLA,-31.400,150.200
55213,GOWRIE (ROTHERFIELD),-31.500,150.200
55222,TAMWORTH WEST,-31.100,150.900
55239,PINE RIDGE (ROUND ISLAND),-31.588,150.480
55241,QUIRINDI (BOXWOOD),-31.544,150.584
55243,WILLOW TREE (GLENORA),-31.614,150.775
55244,WILLOW TREE (COOINDA),-31.635,150.574
55246,KANKOOL (THE COTTAGE),-31.700,150.783
55248,WILLOW TREE (KELVERTON),-31.725,150.584
55263,MULLALEY(KEIGHO),-30.958,149.684
55268,BOGGABRI (BE-BARA),-30.832,149.774
55273,BOGGABRI (NEOTSFIELD),-30.820,149.837
55279,TAMWORTH (HILLGROVE),-31.094,150.738
55281,ULIMAN (BRENTWOOD),-31.383,149.683
55298,BOWLING ALLEY POINT (POPLARS),-31.398,151.153
